"filename", "language", "Python", "C", "Shell Script", "Markdown", "Verilog", "Scala", "YAML", "Properties", "XML", "Makefile", "JSON", "C++", "LinkerScript", "ARM", "comment", "blank", "total"
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/ReadyValidCancel.scala", "Scala", 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 39, 24, 168
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/RecordMap.scala", "Scala", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 35
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/ReduceOthers.scala", "Scala", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 56
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/ReorderQueue.scala", "Scala", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 82
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/Repeater.scala", "Scala", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 41
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/Replacement.scala", "Scala", 0, 0, 0, 0, 0, 442, 0, 0, 0, 0, 0, 0, 0, 0, 55, 47, 544
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/ResetCatchAndSync.scala", "Scala", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 55
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/ScatterGather.scala", "Scala", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 109
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/SeededRandom.scala", "Scala", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 12
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/ShiftQueue.scala", "Scala", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 65
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/ShiftReg.scala", "Scala", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17, 84
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/SimpleProduct.scala", "Scala", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 40
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/SynchronizerReg.scala", "Scala", 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 28, 40, 214
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/Timer.scala", "Scala", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 96
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/TraceCoreInterface.scala", "Scala", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 50
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/package.scala", "Scala", 0, 0, 0, 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 60, 56, 344
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/test/scala/generatorTests/StageGeneratorSpec.scala", "Scala", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 45
